# Auto-generated by harness/gen-types.py from reference/valkey/src/*.{c,h}
# DO NOT hand-edit. To refine the suggested Rust mapping, change C_TO_RUST
# in the generator. To add new canonical Rust types, edit type-vocabulary.tsv.
#
# Total struct types: 346
# Columns (tab-separated):
#   c_name        C type identifier (typedef name preferred)
#   c_tag         struct tag (when typedef used `struct X { ... } Y;`)
#   file          where defined
#   line          line number
#   n_fields      number of parsed fields
#   fields_brief  first 5 fields as `type:name` (truncated)
#   rust_mapping  suggested Rust type or 'TODO(architect)'

KeyInfo	KeyInfo	module.c	12772	4	int32_t:dbnum; ValkeyModuleString *:key; robj *:value; int:mode	TODO(architect): assign canonical Rust type
ValkeyModuleDefragCtx	ValkeyModuleDefragCtx	module.c	14852	4	monotime:endtime; unsigned long *:cursor; struct serverObject *:key; int:dbid	TODO(architect): assign canonical Rust type
moduleType	ValkeyModuleType	module.h	55	21	uint64_t:id; struct ValkeyModule *:module; moduleTypeLoadFunc:rdb_load; moduleTypeSaveFunc:rdb_save; moduleTypeRewriteFunc:aof_rewrite; ...	TODO(architect): assign canonical Rust type
moduleValue	moduleValue	module.h	94	2	moduleType *:type; void *:value	TODO(architect): assign canonical Rust type
ValkeyModule	ValkeyModule	module.h	103	21	void *:handle; char *:name; int:ver; int:apiver; list *:types; ...	TODO(architect): assign canonical Rust type
ValkeyModuleIO	ValkeyModuleIO	module.h	130	8	size_t:bytes; rio *:rio; moduleType *:type; int:error; ValkeyModuleCtx *:ctx; ...	TODO(architect): assign canonical Rust type
ValkeyModuleDigest	ValkeyModuleDigest	module.h	164	4	unsigned char:o; unsigned char:x; robj *:key; int:dbid	TODO(architect): assign canonical Rust type
HelloTypeNode	HelloTypeNode	modules/hellotype.c	53	2	int64_t:value; struct HelloTypeNode *:next	TODO(architect): assign canonical Rust type
HelloTypeObject	HelloTypeObject	modules/hellotype.c	58	2	struct HelloTypeNode *:head; size_t:len	TODO(architect): assign canonical Rust type
luaEngineCtx	luaEngineCtx	modules/lua/engine_structs.h	7	8	lua_State *:eval_lua; lua_State *:function_lua; char *:redis_version; uint32_t:redis_version_num; char *:server_name; ...	TODO(architect): assign canonical Rust type
luaFunction	luaFunction	modules/lua/engine_structs.h	20	2	lua_State *:lua; int:function_ref	TODO(architect): assign canonical Rust type
loadCtx	loadCtx	modules/lua/function_lua.c	80	3	List *:functions; monotime:start_time; size_t:timeout	TODO(architect): assign canonical Rust type
flagStr	flagStr	modules/lua/function_lua.c	215	2	ValkeyModuleScriptingEngineScriptFlag:flag; const char *:str	TODO(architect): assign canonical Rust type
ListNode	ListNode	modules/lua/list.c	9	2	void *:val; struct ListNode *:next	TODO(architect): assign canonical Rust type
List	List	modules/lua/list.c	14	2	ListNode *:head; int:length	TODO(architect): assign canonical Rust type
ListIter	ListIter	modules/lua/list.c	19	1	ListNode *:current	TODO(architect): assign canonical Rust type
luaFuncCallCtx	luaFuncCallCtx	modules/lua/script_lua.c	68	6	ValkeyModuleCtx *:module_ctx; ValkeyModuleScriptingEngineServerRuntimeCtx *:run_ctx; ValkeyModuleScriptingEngineSubsystemType:type; int:replication_flags; int:resp; ...	TODO(architect): assign canonical Rust type
callCtx	callCtx	modules/lua/script_lua.c	798	6	lua_State *:lua; ValkeyModuleCtx *:module_ctx; int:error; int:in_collection; size_t:collection_item_count; ...	TODO(architect): assign canonical Rust type
errorInfo	errorInfo	modules/lua/script_lua.h	63	4	char *:msg; char *:source; char *:line; int:ignore_err_stats_update	TODO(architect): assign canonical Rust type
watchedKey	watchedKey	multi.c	314	5	listNode:node; robj *:key; serverDb *:db; client *:client; unsigned:expired	TODO(architect): assign canonical Rust type
mutexQueue	mutexQueue	mutexqueue.c	15	4	fifo *:priority_fifo; fifo *:normal_fifo; pthread_mutex_t:mutex; pthread_cond_t:notify_cv	TODO(architect): assign canonical Rust type
clientFilter		networking.c	54	27	intset *:ids; intset *:not_ids; long long:max_age; char *:addr; char *:not_addr; ...	TODO(architect): assign canonical Rust type
replyIOV	replyIOV	networking.c	2532	8	int:iovcnt; int:iovsize; struct iovec *:iov; ssize_t:iov_len_total; size_t:last_written_len; ...	TODO(architect): assign canonical Rust type
bufWriteMetadata	bufWriteMetadata	networking.c	2549	4	char *:buf; size_t:bufpos; uint64_t:data_len; int:complete	TODO(architect): assign canonical Rust type
pubsubtype	pubsubtype	pubsub.c	36	5	int:shard; kvstore **:serverPubSubChannels; robj **:subscribeMsg; robj **:unsubscribeMsg; robj **:messageBulk	TODO(architect): assign canonical Rust type
mpscTicket	mpscTicket	queues.h	36	2	size_t:index; bool:has_reservation	TODO(architect): assign canonical Rust type
mpscQueue	mpscQueue	queues.h	41	6	_Alignas(CACHE_LINE_SIZE) _Atomic(size_t):head; size_t:tail_cache; _Alignas(CACHE_LINE_SIZE) _Atomic(size_t):tail; _Atomic(size_t):head_cache; _Alignas(CACHE_LINE_SIZE) _Atomic(void *) *:buffer; ...	TODO(architect): assign canonical Rust type
spmcCell	spmcCell	queues.h	73	2	_Alignas(CACHE_LINE_SIZE) _Atomic(size_t):sequence; void *:data	TODO(architect): assign canonical Rust type
spmcQueue	spmcQueue	queues.h	78	5	_Alignas(CACHE_LINE_SIZE) _Atomic(size_t):head; _Alignas(CACHE_LINE_SIZE) size_t:tail; size_t:head_cache; _Alignas(CACHE_LINE_SIZE) spmcCell *:buffer; size_t:queue_size	TODO(architect): assign canonical Rust type
spscQueue	spscQueue	queues.h	108	7	_Alignas(CACHE_LINE_SIZE) _Atomic(size_t):head; size_t:tail_cache; _Alignas(CACHE_LINE_SIZE) _Atomic(size_t):tail; size_t:tail_local; size_t:head_cache; ...	TODO(architect): assign canonical Rust type
quicklistNode	quicklistNode	quicklist.h	47	11	struct quicklistNode *:prev; struct quicklistNode *:next; unsigned char *:entry; size_t:sz; unsigned int:count; ...	TODO(architect): assign canonical Rust type
quicklistLZF	quicklistLZF	quicklist.h	66	2	size_t:sz; char:compressed	TODO(architect): assign canonical Rust type
quicklistBookmark	quicklistBookmark	quicklist.h	79	2	quicklistNode *:node; char *:name	TODO(architect): assign canonical Rust type
quicklist	quicklist	quicklist.h	107	8	quicklistNode *:head; quicklistNode *:tail; unsigned long:count; unsigned long:len; signed int fill ::QL_FILL_BITS; ...	QuickList (crates/redis-ds/src/quicklist.rs)
quicklistIter	quicklistIter	quicklist.h	118	5	quicklist *:quicklist; quicklistNode *:current; unsigned char *:zi; long:offset; int:direction	TODO(architect): assign canonical Rust type
quicklistEntry	quicklistEntry	quicklist.h	126	7	const quicklist *:quicklist; quicklistNode *:node; unsigned char *:zi; unsigned char *:value; long long:longval; ...	TODO(architect): assign canonical Rust type
raxNode	raxNode	rax.h	98	5	uint32_t:iskey; uint32_t:isnull; uint32_t:iscompr; uint32_t:size; unsigned char:data	TODO(architect): assign canonical Rust type
rax	rax	rax.h	133	4	raxNode *:head; uint64_t:numele; uint64_t:numnodes; size_t:alloc_size	RadixTree (crates/redis-ds/src/rax.rs)
raxStack	raxStack	rax.h	144	4	void **:stack; size_t items,:maxitems; void *:static_items; int:oom	TODO(architect): assign canonical Rust type
raxIterator	raxIterator	rax.h	176	10	int:flags; rax *:rt; unsigned char *:key; void *:data; size_t:key_len; ...	TODO(architect): assign canonical Rust type
rdbAuxFieldCodec		rdb.c	142	2	rdbAuxFieldEncoder:encoder; rdbAuxFieldDecoder:decoder	TODO(architect): assign canonical Rust type
ValkeyRdmaFeature	ValkeyRdmaFeature	rdma.c	34	4	uint16_t:opcode; uint16_t:select; uint8_t:rsvd; uint64_t:features	TODO(architect): assign canonical Rust type
ValkeyRdmaKeepalive	ValkeyRdmaKeepalive	rdma.c	44	2	uint16_t:opcode; uint8_t:rsvd	TODO(architect): assign canonical Rust type
ValkeyRdmaMemory	ValkeyRdmaMemory	rdma.c	50	5	uint16_t:opcode; uint8_t:rsvd; uint64_t:addr; uint32_t:length; uint32_t:key	TODO(architect): assign canonical Rust type
rdma_connection	rdma_connection	rdma.c	87	5	connection:c; struct rdma_cm_id *:cm_id; int:flags; int:last_errno; listNode *:pending_list_node	TODO(architect): assign canonical Rust type
RdmaXfer	RdmaXfer	rdma.c	95	5	struct ibv_mr *:mr; char *:addr; uint32_t:length; uint32_t:offset; uint32_t:pos	TODO(architect): assign canonical Rust type
RdmaContext	RdmaContext	rdma.c	103	17	connection *:conn; char *:ip; int:port; long long:keepalive_te; struct ibv_pd *:pd; ...	TODO(architect): assign canonical Rust type
rdma_listener	rdma_listener	rdma.c	130	2	struct rdma_cm_id *:cm_id; struct rdma_event_channel *:cm_channel	TODO(architect): assign canonical Rust type
replDataBufBlock	replDataBufBlock	replication.c	3277	2	size_t size,:used; char:buf	TODO(architect): assign canonical Rust type
ReplyParserCallbacks	ReplyParserCallbacks	resp_parser.h	37	0		TODO(architect): assign canonical Rust type
ReplyParser	ReplyParser	resp_parser.h	91	2	const char *:curr_location; ReplyParserCallbacks:callbacks	TODO(architect): assign canonical Rust type
scriptRunCtx	scriptRunCtx	script.h	76	8	scriptingEngine *:engine; const char *:funcname; client *:original_client; serverDb *:original_db; int:flags; ...	TODO(architect): assign canonical Rust type
scriptFlag	scriptFlag	script.h	96	2	ValkeyModuleScriptingEngineScriptFlag:flag; const char *:str	TODO(architect): assign canonical Rust type
scriptingEngineImpl	scriptingEngineImpl	scripting_engine.c	42	2	engineCtx *:ctx; engineMethods:methods	TODO(architect): assign canonical Rust type
scriptingEngine	scriptingEngine	scripting_engine.c	50	4	sds:name; ValkeyModule *:module; scriptingEngineImpl:impl; ValkeyModuleCtx *:module_ctx_cache	TODO(architect): assign canonical Rust type
engineManager	engineManager	scripting_engine.c	58	2	dict *:engines; size_t:total_memory_overhead	TODO(architect): assign canonical Rust type
debugState	debugState	scripting_engine.c	493	12	scriptingEngine *:engine; const debuggerCommand *:commands; size_t:commands_len; connection *:conn; int:active; ...	TODO(architect): assign canonical Rust type
sentinelAddr	sentinelAddr	sentinel.c	57	3	char *:hostname; char *:ip; int:port	TODO(architect): assign canonical Rust type
instanceLink	instanceLink	sentinel.c	164	13	int:refcount; int:disconnected; int:pending_commands; valkeyAsyncContext *:cc; valkeyAsyncContext *:pc; ...	TODO(architect): assign canonical Rust type
sentinelValkeyInstance	sentinelValkeyInstance	sentinel.c	191	48	int:flags; char *:name; char *:runid; uint64_t:config_epoch; sentinelAddr *:addr; ...	TODO(architect): assign canonical Rust type
sentinelScriptJob	sentinelScriptJob	sentinel.c	293	5	int:flags; int:retry_num; char **:argv; mstime_t:start_time; pid_t:pid	TODO(architect): assign canonical Rust type
ValkeyAeEvents	ValkeyAeEvents	sentinel.c	310	4	valkeyAsyncContext *:context; aeEventLoop *:loop; int:fd; int reading,:writing	TODO(architect): assign canonical Rust type
sentinelLeader	sentinelLeader	sentinel.c	4626	2	char *:runid; unsigned long:votes	TODO(architect): assign canonical Rust type
replyFlagNames	replyFlagNames	server.c	5061	2	uint64_t:flag; const char *:name	TODO(architect): assign canonical Rust type
scriptingEngineInfoCollector	scriptingEngineInfoCollector	server.c	5971	4	sds:info; int:total_engines; size_t:total_used_memory; size_t:total_overhead	TODO(architect): assign canonical Rust type
commandlog	commandlog	server.h	379	4	list *:entries; long long:entry_id; long long:threshold; unsigned long:max_len	TODO(architect): assign canonical Rust type
stringRef	stringRef	server.h	609	2	const char *:buf; size_t:len	TODO(architect): assign canonical Rust type
pause_event		server.h	629	2	uint32_t:paused_actions; mstime_t:end	TODO(architect): assign canonical Rust type
serverObject	serverObject	server.h	820	8	unsigned:type; unsigned:encoding; unsigned lru ::LRULFU_BITS; unsigned:hasexpire; unsigned:hasembkey; ...	TODO(architect): assign canonical Rust type
ClientReplyBlockFlags	ClientReplyBlockFlags	server.h	857	2	uint8_t:buf_encoded; uint8_t:reserved	TODO(architect): assign canonical Rust type
clientReplyBlock	clientReplyBlock	server.h	864	4	size_t size,:used; payloadHeader *:last_header; ClientReplyBlockFlags:flag; char:buf	TODO(architect): assign canonical Rust type
replBufBlock	replBufBlock	server.h	890	5	int:refcount; long long:id; long long:repl_offset; size_t size,:used; char:buf	TODO(architect): assign canonical Rust type
rdbLoadingCtx	rdbLoadingCtx	server.h	926	2	serverDb **:dbarray; functionsLibCtx *:functions_lib_ctx	TODO(architect): assign canonical Rust type
multiCmd	multiCmd	server.h	935	5	robj **:argv; int:argv_len; int:argc; struct serverCommand *:cmd; int:slot	(internal — see multi.rs)
multiState	multiState	server.h	943	9	multiCmd *:commands; int:count; int:cmd_flags; int:cmd_inv_flags; size_t:argv_len_sums; ...	MultiState (Client field) — Phase 5
readyList	readyList	server.h	1008	2	serverDb *:db; robj *:key	TODO(architect): assign canonical Rust type
user	user	server.h	1043	5	sds:name; uint32_t:flags; list *:passwords; list *:selectors; robj *:acl_string	TODO(architect): assign canonical Rust type
replBacklog	replBacklog	server.h	1067	5	listNode *:ref_repl_buf_node; size_t:unindexed_count; rax *:blocks_index; long long:histlen; long long:offset	TODO(architect): assign canonical Rust type
replDataBuf	replDataBuf	server.h	1079	4	list *:blocks; size_t:mem; size_t:len; size_t:peak	TODO(architect): assign canonical Rust type
clientMemUsageBucket		server.h	1086	2	list *:clients; size_t:mem_usage_sum	TODO(architect): assign canonical Rust type
ClientFlags	ClientFlags	server.h	1122	65	uint64_t:primary; uint64_t:replica; uint64_t:monitor; uint64_t:multi; uint64_t:blocked; ...	TODO(architect): assign canonical Rust type
ClientPubSubData	ClientPubSubData	server.h	1212	5	hashtable *:pubsub_channels; hashtable *:pubsub_patterns; hashtable *:pubsubshard_channels; uint64_t:client_tracking_redirection; rax *:client_tracking_prefixes	TODO(architect): assign canonical Rust type
ClientReplicationData	ClientReplicationData	server.h	1225	25	int:repl_state; int:repl_start_cmd_stream_on_ack; int:repldbfd; off_t:repldboff; off_t:repldbsize; ...	TODO(architect): assign canonical Rust type
ClientModuleData	ClientModuleData	server.h	1258	5	void *:module_blocked_client; void *:module_auth_ctx; ValkeyModuleUserChangedFunc:auth_callback; void *:auth_callback_privdata; void *:auth_module	TODO(architect): assign canonical Rust type
parsedCommand	parsedCommand	server.h	1277	8	int:read_flags; int:argc; robj **:argv; int:argv_len; int:slot; ...	TODO(architect): assign canonical Rust type
cmdQueue		server.h	1289	4	parsedCommand *:cmds; uint16_t:len; uint16_t:off; uint16_t:cap	TODO(architect): assign canonical Rust type
LastWrittenBuf	LastWrittenBuf	server.h	1296	3	char *:buf; size_t:bufpos; size_t:data_len	TODO(architect): assign canonical Rust type
aclInfo	aclInfo	server.h	1444	6	long long:user_auth_failures; long long:invalid_cmd_accesses; long long:invalid_key_accesses; long long:invalid_channel_accesses; long long:acl_access_denied_tls_cert; ...	TODO(architect): assign canonical Rust type
saveparam	saveparam	server.h	1453	2	time_t:seconds; int:changes	TODO(architect): assign canonical Rust type
sentinelLoadQueueEntry	sentinelLoadQueueEntry	server.h	1458	4	int:argc; sds *:argv; int:linenum; sds:line	TODO(architect): assign canonical Rust type
sentinelConfig	sentinelConfig	server.h	1465	3	list *:pre_monitor_cfg; list *:monitor_cfg; list *:post_monitor_cfg	TODO(architect): assign canonical Rust type
sharedObjectsStruct	sharedObjectsStruct	server.h	1471	2	robj *ok, *err, *emptybulk, *czero, *cone, *pong, *space, *queued, *null[4], *nullarray[4], *emptymap[4],\n        *emptyset[4], *emptyarray, *wrongtypeerr, *nokeyerr, *syntaxerr, *sameobjecterr, *outofrangeerr, *noscripterr,\n        *loadingerr, *slowevalerr, *slowscripterr, *slowmoduleerr, *bgsaveerr, *primarydownerr, *roreplicaerr,\n        *loadingerr_variants[2], *slowevalerr_variants[2], *slowscripterr_variants[2], *slowmoduleerr_variants[2],\n        *bgsaveerr_variants[2],\n        *execaborterr, *noautherr, *noreplicaserr, *busykeyerr, *oomerr, *plus, *messagebulk, *pmessagebulk,\n        *subscribebulk, *unsubscribebulk, *psubscribebulk, *punsubscribebulk, *del, *unlink, *rpop, *lpop, *lpush, *zadd,\n        *rpoplpush, *lmove, *blmove, *zpopmin, *zpopmax, *emptyscan, *multi, *exec, *left, *right, *hset, *hsetex, *hdel, *hpexpireat, *hpersist, *srem,\n        *xgroup, *xclaim, *script, *replconf, *eval, *cluster, *syncslots, *persist, *set, *pexpireat, *pexpire, *time, *pxat, *absttl,\n        *retrycount, *force, *justid, *entriesread, *lastid, *ping, *setid, *keepttl, *load, *createconsumer, *getack,\n        *special_asterisk, *special_equals, *default_username, *redacted, *ssubscribebulk, *sunsubscribebulk, *fields,\n        *finish, *state, *success, *failed, *name, *message,\n        *smessagebulk, *select[PROTO_SHARED_SELECT_CMDS], *integers[OBJ_SHARED_INTEGERS],\n        *mbulkhdr[OBJ_SHARED_BULKHDR_LEN],                     \n        *bulkhdr[OBJ_SHARED_BULKHDR_LEN],                      \n        *maphdr[OBJ_SHARED_BULKHDR_LEN],                       \n        *:sethdr; sds minstring,:maxstring	TODO(architect): assign canonical Rust type
zskiplist	zskiplist	server.h	1520	1	zskiplistNode:header	(internal — see redis-ds/zskiplist.rs)
zset	zset	server.h	1524	2	hashtable *:ht; zskiplist *:zsl	ZSet (crates/redis-commands/src/zset.rs)
clientBufferLimitsConfig	clientBufferLimitsConfig	server.h	1529	3	unsigned long long:hard_limit_bytes; unsigned long long:soft_limit_bytes; time_t:soft_limit_seconds	TODO(architect): assign canonical Rust type
serverOp	serverOp	server.h	1543	2	robj **:argv; int argc, dbid, target,:slot	TODO(architect): assign canonical Rust type
serverOpArray	serverOpArray	server.h	1554	3	serverOp *:ops; int:numops; int:capacity	TODO(architect): assign canonical Rust type
rdbSaveInfo	rdbSaveInfo	server.h	1618	4	int:repl_stream_db; int:repl_id_is_set; char:repl_id; long long:repl_offset	TODO(architect): assign canonical Rust type
malloc_stats	malloc_stats	server.h	1630	7	size_t:zmalloc_used; size_t:process_rss; size_t:allocator_allocated; size_t:allocator_active; size_t:allocator_resident; ...	TODO(architect): assign canonical Rust type
serverTLSContextConfig	serverTLSContextConfig	server.h	1656	18	char *:cert_file; char *:key_file; char *:key_file_pass; char *:client_cert_file; char *:client_key_file; ...	TODO(architect): assign canonical Rust type
serverUnixContextConfig	serverUnixContextConfig	server.h	1681	2	char *:group; unsigned int:perm	TODO(architect): assign canonical Rust type
serverRdmaContextConfig	serverRdmaContextConfig	server.h	1689	5	char *:bindaddr; int:bindaddr_count; int:port; int:rx_size; int:completion_vector	TODO(architect): assign canonical Rust type
aofInfo		server.h	1706	3	sds:file_name; long long:file_seq; aof_file_type:file_type	TODO(architect): assign canonical Rust type
aofManifest		server.h	1712	6	aofInfo *:base_aof_info; list *:incr_aof_list; list *:history_aof_list; long long:curr_base_file_seq; long long:curr_incr_file_seq; ...	TODO(architect): assign canonical Rust type
keyReference		server.h	2396	2	int:pos; int:flags	TODO(architect): assign canonical Rust type
getKeysResult		server.h	2406	4	int:numkeys; int:size; keyReference *:keys; keyReference:keysbuf	TODO(architect): assign canonical Rust type
jsonObject	jsonObject	server.h	2527	2	struct jsonObjectElement *:elements; int:length	TODO(architect): assign canonical Rust type
commandHistory		server.h	2535	2	const char *:since; const char *:changes	TODO(architect): assign canonical Rust type
serverCommand	serverCommand	server.h	2673	34	const char *:declared_name; const char *:summary; const char *:complexity; const char *:since; int:doc_flags; ...	TODO(architect): assign canonical Rust type
serverError	serverError	server.h	2730	1	long long:count	TODO(architect): assign canonical Rust type
serverFunctionSym	serverFunctionSym	server.h	2734	2	char *:name; unsigned long:pointer	TODO(architect): assign canonical Rust type
serverSortOperation	_serverSortOperation	server.h	2747	2	int:type; robj *:pattern	TODO(architect): assign canonical Rust type
listTypeIterator		server.h	2753	5	robj *:subject; unsigned char:encoding; unsigned char:direction; unsigned char *:lpi; quicklistIter *:iter	TODO(architect): assign canonical Rust type
listTypeEntry		server.h	2763	3	listTypeIterator *:li; unsigned char *:lpe; quicklistEntry:entry	TODO(architect): assign canonical Rust type
setTypeIterator		server.h	2770	5	robj *:subject; int:encoding; int:ii; hashtableIterator *:hashtable_iterator; unsigned char *:lpi	TODO(architect): assign canonical Rust type
hashTypeIterator		server.h	2782	7	robj *:subject; int:encoding; bool:volatile_items_iter; unsigned char *fptr, *:vptr; hashtableIterator:iter; ...	TODO(architect): assign canonical Rust type
scanOptions	scanOptions	server.h	2794	8	long:count; sds:pat; long long:type; int:patlen; int:use_pattern; ...	TODO(architect): assign canonical Rust type
clusterScanCtx	clusterScanCtx	server.h	2805	4	int:slot; int:final_slot; bool:advance_to_next_slot; const char *:fp	TODO(architect): assign canonical Rust type
zrangespec		server.h	3388	2	double min,:max; int minex,:maxex	TODO(architect): assign canonical Rust type
zlexrangespec		server.h	3394	2	sds min,:max; int minex,:maxex	TODO(architect): assign canonical Rust type
configEnum	configEnum	server.h	3651	2	char *:name; int:val	TODO(architect): assign canonical Rust type
SHA1_CTX		sha1.h	10	3	uint32_t:state; uint32_t:count; unsigned char:buffer	TODO(architect): assign canonical Rust type
SHA256_CTX		sha256.h	23	4	BYTE:data; WORD:datalen; unsigned long long:bitlen; WORD:state	TODO(architect): assign canonical Rust type
sample	sample	sparkline.h	34	2	double:value; char *:label	TODO(architect): assign canonical Rust type
sequence	sequence	sparkline.h	39	4	int:length; int:labels; struct sample *:samples; double min,:max	TODO(architect): assign canonical Rust type
streamID	streamID	stream.h	11	2	uint64_t:ms; uint64_t:seq	StreamId (crates/redis-ds/src/stream.rs)
stream	stream	stream.h	16	7	rax *:cgroups; rax *:rax; uint64_t:length; streamID:last_id; streamID:first_id; ...	Stream (crates/redis-commands/src/stream.rs)
streamIterator	streamIterator	stream.h	32	16	stream *:stream; streamID:primary_id; uint64_t:primary_fields_count; unsigned char *:primary_fields_start; unsigned char *:primary_fields_ptr; ...	TODO(architect): assign canonical Rust type
streamCG	streamCG	stream.h	55	4	streamID:last_id; long long:entries_read; rax *:pel; rax *:consumers	StreamConsumerGroup (crates/redis-commands/src/stream.rs)
streamConsumer	streamConsumer	stream.h	76	4	mstime_t:seen_time; mstime_t:active_time; sds:name; rax *:pel	TODO(architect): assign canonical Rust type
streamNACK	streamNACK	stream.h	92	3	mstime_t:delivery_time; uint64_t:delivery_count; streamConsumer *:consumer	TODO(architect): assign canonical Rust type
streamPropInfo	streamPropInfo	stream.h	101	2	robj *:keyname; robj *:groupname	TODO(architect): assign canonical Rust type
expiryContext		t_hash.c	2371	3	robj *:key; unsigned long:n_fields; robj **:fields	TODO(architect): assign canonical Rust type
streamAddTrimArgs		t_stream.c	663	10	streamID:id; int:id_given; int:seq_given; int:no_mkstream; int:trim_strategy; ...	TODO(architect): assign canonical Rust type
zsetopval		t_zset.c	2119	7	int:flags; unsigned char:_buf; sds:ele; unsigned char *:estr; unsigned int:elen; ...	TODO(architect): assign canonical Rust type
zrange_result_handler	zrange_result_handler	t_zset.c	2932	11	zrange_consumer_type:type; client *:client; robj *:dstkey; robj *:dstobj; void *:userdata; ...	TODO(architect): assign canonical Rust type
tlsMaterialsMetadata		tls.c	769	12	unsigned char:cert_fingerprint; unsigned int:cert_fingerprint_len; unsigned char:client_cert_fingerprint; unsigned int:client_cert_fingerprint_len; unsigned char:ca_cert_fingerprint; ...	TODO(architect): assign canonical Rust type
tlsPendingReload		tls.c	786	3	SSL_CTX *:ctx; SSL_CTX *:client_ctx; tlsMaterialsMetadata:metadata	TODO(architect): assign canonical Rust type
tls_connection	tls_connection	tls.c	1045	6	connection:c; int:flags; SSL *:ssl; char *:ssl_error; listNode *:pending_list_node; ...	TODO(architect): assign canonical Rust type
bcastState	bcastState	tracking.c	55	2	rax *:keys; rax *:clients	TODO(architect): assign canonical Rust type
datasetRecord	datasetRecord	valkey-benchmark-dataset.h	33	1	sds *:fields	TODO(architect): assign canonical Rust type
dataset	dataset	valkey-benchmark-dataset.h	37	10	datasetFormat:format; char:delimiter; sds *:field_names; int:field_count; int *:field_map; ...	TODO(architect): assign canonical Rust type
benchmarkThread	benchmarkThread	valkey-benchmark.c	210	4	int:index; pthread_t:thread; aeEventLoop *:el; list *:paused_clients	TODO(architect): assign canonical Rust type
clusterNode	clusterNode	valkey-benchmark.c	218	11	char *:ip; int:port; sds:name; int:flags; sds:replicate; ...	TODO(architect): assign canonical Rust type
serverConfig	serverConfig	valkey-benchmark.c	232	2	sds:save; sds:appendonly	TODO(architect): assign canonical Rust type
rdbStats	rdbStats	valkey-check-rdb.c	56	12	size_t:type; unsigned long:keys; unsigned long:expires; unsigned long:already_expired; unsigned long:all_key_size; ...	TODO(architect): assign canonical Rust type
clusterManagerCommand	clusterManagerCommand	valkey-cli.c	197	19	char *:name; int:argc; char **:argv; sds:stdin_arg; int:flags; ...	TODO(architect): assign canonical Rust type
helpEntry		valkey-cli.c	419	5	int:type; int:argc; sds *:argv; sds:full; struct commandDocs:docs	TODO(architect): assign canonical Rust type
clusterManagerNode	clusterManagerNode	valkey-cli.c	3626	22	valkeyContext *:context; sds:name; char *:ip; int:port; int:bus_port; ...	TODO(architect): assign canonical Rust type
clusterManagerNodeArray	clusterManagerNodeArray	valkey-cli.c	3654	4	clusterManagerNode **:nodes; clusterManagerNode **:alloc; int:len; int:count	TODO(architect): assign canonical Rust type
clusterManagerReshardSlotRange	clusterManagerReshardSlotRange	valkey-cli.c	3662	2	int:start; int:end	TODO(architect): assign canonical Rust type
clusterManagerReshardTableItem	clusterManagerReshardTableItem	valkey-cli.c	3668	2	clusterManagerNode *:source; list *:slot_ranges	TODO(architect): assign canonical Rust type
clusterManagerLink	clusterManagerLink	valkey-cli.c	3675	4	sds:node_name; sds:node_addr; int:connected; int:handshaking	TODO(architect): assign canonical Rust type
clusterManagerCommandDef	clusterManagerCommandDef	valkey-cli.c	3746	5	char *:name; clusterManagerCommandProc *:proc; int:arity; char *:args; char *:options	TODO(architect): assign canonical Rust type
clusterManagerOptionDef	clusterManagerOptionDef	valkey-cli.c	3778	2	char *:name; char *:desc	TODO(architect): assign canonical Rust type
getSlotMigrationsEntry	getSlotMigrationsEntry	valkey-cli.c	4763	3	getSlotMigrationsEntryState:state; sds:slot_ranges; sds:message	TODO(architect): assign canonical Rust type
distsamples	distsamples	valkey-cli.c	8542	3	long long:max; long long:count; int:character	TODO(architect): assign canonical Rust type
typeinfo		valkey-cli.c	9198	7	char *:name; char *:sizecmd; char *:sizeunit; unsigned long long:biggest; unsigned long long:count; ...	TODO(architect): assign canonical Rust type
ValkeyModuleStreamID	ValkeyModuleStreamID	valkeymodule.h	154	2	uint64_t:ms; uint64_t:seq	TODO(architect): assign canonical Rust type
ValkeyModuleCommandArg	ValkeyModuleCommandArg	valkeymodule.h	409	10	const char *:name; ValkeyModuleCommandArgType:type; int:key_spec_index; const char *:token; const char *:summary; ...	TODO(architect): assign canonical Rust type
ValkeyModuleCommandHistoryEntry		valkeymodule.h	424	2	const char *:since; const char *:changes	TODO(architect): assign canonical Rust type
ValkeyModuleCommandInfoVersion		valkeymodule.h	478	4	int:version; size_t:sizeof_historyentry; size_t:sizeof_keyspec; size_t:sizeof_arg	TODO(architect): assign canonical Rust type
ValkeyModuleCommandInfo		valkeymodule.h	493	9	const ValkeyModuleCommandInfoVersion *:version; const char *:summary; const char *:complexity; const char *:since; ValkeyModuleCommandHistoryEntry *:history; ...	TODO(architect): assign canonical Rust type
ValkeyModuleEvent	ValkeyModuleEvent	valkeymodule.h	545	2	uint64_t:id; uint64_t:dataver	TODO(architect): assign canonical Rust type
ValkeyModuleClientInfoV1	ValkeyModuleClientInfo	valkeymodule.h	734	6	uint64_t:version; uint64_t:flags; uint64_t:id; char:addr; uint16_t:port; ...	TODO(architect): assign canonical Rust type
ValkeyModuleReplicationInfoV1	ValkeyModuleReplicationInfo	valkeymodule.h	748	8	uint64_t:version; int:primary; char *:primary_host; int:primary_port; char *:replid1; ...	TODO(architect): assign canonical Rust type
